layer_id	Themekey thesaurus	placekey value
fgdc5621	GNIS	Nebraska
fgdc5622	GNS	Seychelles
fgdc5624	LCSH	Canada
fgdc5625	GNS	Eritrea
fgdc5626	GNIS	Maine
fgdc5627	None	Sichuan Province
fgdc5628	GNIS	Maine
fgdc5629	GNIS	Alaska
fgdc5630	GNIS	New Mexico
fgdc5636	GNIS	Massachusetts
fgdc5637	GNIS	Arizona
fgdc5639	GNIS	Massachusetts
fgdc5640	GNIS	Kansas
fgdc5641	GNS	Uganda
fgdc5642	GNIS	Pennsylvania
fgdc5643	GNIS	New York
fgdc5644	GNIS	Idaho
fgdc5645	GNIS	Maine
fgdc5646	GNIS	New Hampshire
fgdc5647	GNIS	Oklahoma
fgdc5648	GNIS	Northern Mariana Islands
fgdc5649	GNIS	Minnesota
fgdc5654	GNIS	Georgia
fgdc5656	GNIS	American Samoa
fgdc5658	GNS	Burundi
fgdc5660	GNIS	Massachusetts
fgdc5663	GNIS	Indiana
fgdc5665	GNIS	South Dakota
fgdc5668	GNIS	New Mexico
fgdc5670	GNIS	Florida
fgdc5672	LCSH	Africa
fgdc5673	GNIS	Missouri
fgdc5674	GNIS	Colorado
fgdc5676	GNIS	Vermont
fgdc5677	GNIS	West Virginia
fgdc5678	LCSH	"Europe, Central"
fgdc5679	GNIS	Massachusetts
fgdc5680	GNIS	New Jersey
fgdc5681	LCSH	United States
fgdc5682	GNIS	Alaska
fgdc5684	GNS	Burundi
fgdc5685	GNIS	Utah
fgdc5686	GNIS	Alabama
fgdc5688	GNIS	New Hampshire
fgdc5690	GNS	China
fgdc5691	LCSH	Europe
fgdc5692	GNIS	South Dakota
fgdc5694	GNIS	New York
fgdc5696	GNIS	Illinois
fgdc5698	GNS	Mexico
fgdc5699	GNIS	Arkansas
fgdc5701	GNS	Algeria
fgdc5705	GNIS	Hawaii
fgdc5706	LCSH	South America
fgdc5709	GNIS	Nebraska
fgdc5710	GNIS	Ohio
fgdc5711	GNIS	Louisiana
fgdc5713	GNIS	New Hampshire
fgdc5718	GNIS	Arkansas
fgdc5722	GNIS	Louisiana
fgdc5732	GNIS	Nevada
fgdc5733	GNIS	Alabama
fgdc5736	GNS	Mali
fgdc5737	GNIS	Montana
fgdc5742	GNIS	Louisiana
fgdc5744	GNIS	Massachusetts
fgdc5748	GNIS	Tennessee
fgdc5750	GNIS	Massachusetts
fgdc5752	GNS	Somalia
fgdc5755	GNIS	Hawaii
fgdc5756	GNIS	Oregon
fgdc5759	GNS	Cape Verde
fgdc5760	GNS	Morocco
fgdc5762	GNIS	Idaho
fgdc5764	GNIS	Virginia
fgdc5765	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5766	GNIS	Maine
fgdc5768	GNIS	New Hampshire
fgdc5769	GNIS	South Carolina
fgdc5771	GNIS	Wisconsin
fgdc5773	GNIS	California
fgdc5775	GNIS	Louisiana
fgdc5776	GNIS	Florida
fgdc5779	LCSH	Europe
fgdc5780	GNIS	Vermont
fgdc5781	GNIS	Utah
fgdc5786	GNIS	Pennsylvania
fgdc5788	GNIS	Ohio
fgdc5790	GNIS	Pennsylvania
fgdc5792	GNS	United States
fgdc5793	GNIS	Missouri
fgdc5794	LCSH	United States
fgdc5796	GNIS	Massachusetts
fgdc5797	GNIS	Colorado
fgdc5800	GNS	Somalia
fgdc5801	GNIS	Guam
fgdc5802	GNS	Sudan
fgdc5805	GNS	Eritrea
fgdc5807	LCSH	United States
fgdc5808	GNIS	South Dakota
fgdc5811	GNIS	Michigan
fgdc5813	LCSH	Europe
fgdc5815	LCSH	Europe
fgdc5817	GNS	Israel
fgdc5820	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5821	GNIS	Alaska
fgdc5822	GNIS	Oregon
fgdc5823	GNIS	Tennessee
fgdc5824	GNIS	Massachusetts
fgdc5825	GNIS	Massachusetts
fgdc5828	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	T'iao-chu-miao
fgdc5834	GNIS	Georgia
fgdc5838	GNIS	Minnesota
fgdc5839	GNIS	Vermont
fgdc5844	GNIS	Atlantic Ocean
fgdc5846	GNIS	Nevada
fgdc5847	GNIS	Massachusetts
fgdc5848	GNIS	Arizona
fgdc5852	GNS	Germany
fgdc5853	GNIS	West Virginia
fgdc5854	GNIS	Vermont
fgdc5856	GNIS	Nebraska
fgdc5858	GNIS	Oregon
fgdc5859	GNIS	Connecticut
fgdc5860	GNIS	North Carolina
fgdc5861	GNIS	New Hampshire
fgdc5865	GNIS	Iowa
fgdc5867	GNIS	Nevada
fgdc5871	GNIS	Kansas
fgdc5873	GNIS	Florida
fgdc5875	GNIS	Montana
fgdc5876	GNIS	Nebraska
fgdc5877	GNIS	Illinois
fgdc5878	LCSH	United States
fgdc5880	GNIS	Massachusetts
fgdc5882	GNIS	Texas
fgdc5885	LCSH	Europe
fgdc5886	GNS	United States
fgdc5887	GNIS	North Carolina
fgdc5888	GNIS	Colorado
fgdc5889	GNIS	West Virginia
fgdc5890	GNIS	Virginia
fgdc5891	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5892	GNIS	Florida
fgdc5894	GNIS	Washington (State)
fgdc5896	GNIS	Minnesota
fgdc5897	LCSH	Bulkan Peninsula
fgdc5905	GNIS	Massachusetts
fgdc5906	GNIS	Maine
fgdc5907	GNIS	Louisiana
fgdc5909	GNS	Germany
fgdc5910	LCSH	United States
fgdc5912	GNIS	Oregon
fgdc5913	LCSH	Europe
fgdc5915	GNIS	North Dakota
fgdc5916	LCSH	Europe
fgdc5920	GNIS	"UA Census Congressional Districts, 2000 - Vermont"
fgdc5922	GNIS	Kentucky
fgdc5923	GNIS	Louisiana
fgdc5926	GNIS	Colorado
fgdc5927	GNIS	Delaware
fgdc5929	GNIS	Vermont
fgdc5931	GNIS	Pennsylvania
fgdc5932	GNIS	Hawaii
fgdc5933	GNS	Egypt
fgdc5934	GNIS	Tennessee
fgdc5935	LCSH	Africa
fgdc5936	GNIS	North Dakota
fgdc5940	GNIS	Puerto Rico
fgdc5941	GNIS	California
fgdc5944	GNIS	Hawaii
fgdc5945	GNIS	Arkansas
fgdc5946	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Lama H??ryee S??me
fgdc5948	GNIS	Virginia
fgdc5949	None	Guangdong Province
fgdc5953	GNIS	Missouri
fgdc5954	GNIS	Missouri
fgdc5955	GNIS	Oregon
fgdc5956	LCSH	United States
fgdc5957	GNIS	Utah
fgdc5959	GNIS	Arizona
fgdc5960	GNIS	Minnesota
fgdc5962	GNIS	Kansas
fgdc5963	GNIS	Michigan
fgdc5965	GNIS	Alabama
fgdc5967	GNIS	Georgia
fgdc5969	GNIS	California
fgdc5970	GNIS	New Jersey
fgdc5972	LCSH	Canada
fgdc5973	GNS	Israel
fgdc5974	GNIS	Oregon
fgdc5975	GNIS	Iowa
fgdc5977	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5979	GNIS	Massachusetts
fgdc5981	GNIS	Texas
fgdc5982	LCSH	United States
fgdc5986	GNIS	Nevada
fgdc5987	GNIS	Iowa
fgdc5988	GNIS	South Carolina
fgdc5990	GNIS	Colorado
fgdc5991	GNIS	Illinois
fgdc5992	GNIS	California
fgdc5993	GNIS	Wyoming
fgdc5995	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Wan-ning
fgdc5996	GNS (NIMA)	India
fgdc5997	GNIS	Nebraska
fgdc5998	GNIS	Puerto Rico
fgdc5999	GNIS	New Mexico
fgdc6000	GNIS	Nebraska
fgdc6001	GNIS	Maryland
fgdc6002	GNS	Egypt
fgdc6003	GNIS	New Hampshire
fgdc6004	GNIS	Kansas
fgdc6005	GNIS	Massachusetts
fgdc6006	GNIS	Oregon
fgdc6007	GNIS	Rhode Island
fgdc6017	GNIS	Georgia
fgdc6018	LCSH	Canada
fgdc6019	GNIS	American Samoa
fgdc6020	GNIS	Washington
fgdc6024	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Ch'ang-li
fgdc6024	None	Hebei Province
fgdc6025	GNIS	Iowa
fgdc6026	GNIS	Michigan
fgdc6027	GNIS	Arizona
fgdc6029	GNIS	Kansas
fgdc6031	LCSH	Europe
fgdc6032	GNIS	West Virginia
fgdc6033	GNIS	Maryland
fgdc6034	GNIS	Maryland
fgdc6035	LCSH	South America
fgdc6036	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Ling-ling
fgdc6040	GNIS	New Jersey
fgdc6041	GNIS	South Carolina
fgdc6043	GNS (NIMA)	India
fgdc6044	GNIS	Alabama
fgdc6046	GNS	Israel
fgdc6047	LCSH	East (U.S.)
fgdc6049	GNIS	Vermont
fgdc6051	GNIS	Indiana
fgdc6052	GNIS	Wisconsin
fgdc6053	GNIS	Delaware
fgdc6055	GNIS	Wyoming
fgdc6056	LCSH	Europe
fgdc6058	GNIS	Wisconsin
fgdc6065	GNIS	Arizona
fgdc6066	GNIS	Wyoming
fgdc6068	LCSH	Europe
fgdc6069	GNIS	Minnesota
fgdc6070	LCSH	World
fgdc6071	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Shang-hai
fgdc6071	None	Jiangsu Province
fgdc6072	GNIS	Ohio
fgdc6074	GNS	Rwanda
fgdc6075	GNIS	Oklahoma
fgdc6076	GNS	Kenya
fgdc6079	GNIS	Illinois
fgdc6080	GNIS	Florida
fgdc6081	LCSH	Europe
fgdc6082	GNS	Uganda
fgdc6083	GNIS	Washington (State)
fgdc6085	LCSH	South Asia
fgdc6087	GNIS	Illinois
fgdc6089	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6094	GNIS	Massachusetts
fgdc6095	LCSH	Europe
fgdc6098	GNIS	Alabama
fgdc6099	GNS	Israel
fgdc6102	GNIS	North Carolina
fgdc6103	GNS	Eritrea
fgdc6104	GNIS	Nebraska
fgdc6107	GNIS	Tennessee
fgdc6108	GNIS	Montana
fgdc6109	GNIS	Florida
fgdc6112	LCSH	Europe
fgdc6113	GNIS	Utah
fgdc6114	GNIS	Ohio
fgdc6116	GNIS	Colorado
fgdc6117	GNIS	Ohio
fgdc6118	GNIS	New Jersey
fgdc6119	GNIS	Montana
fgdc6120	GNIS	New Jersey
fgdc6122	LCSH	Europe
fgdc6123	GNIS	Idaho
fgdc6125	GNIS	Massachusetts
fgdc6126	GNIS	Missouri
fgdc6127	GNIS	Georgia
fgdc6128	GNIS	New York (State)
fgdc6129	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Changsa
fgdc6129	None	Jiangxi Province
fgdc6130	LCSH	British Isles
fgdc6131	None	Sichuan Province
fgdc6133	GNIS	Rhode Island
fgdc6134	GNIS	Massachusetts
fgdc6135	GNIS	Minnesota
fgdc6136	LCSH	Europe
fgdc6137	GNIS	Idaho
fgdc6139	GNIS	Utah
fgdc6140	LCSH	United States
fgdc6141	GNIS	Colorado
fgdc6142	GNIS	Alaska
fgdc6145	GNIS	Vermont
fgdc6147	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6148	GNIS	Wyoming
fgdc6149	GNIS	American Samoa
fgdc6150	GNIS	Kansas
fgdc6153	GNIS	Georgia
fgdc6154	GNIS	California
fgdc6155	GNIS	Washington (State)
fgdc6156	GNIS	South Dakota
fgdc6157	GNIS	Florida
fgdc6158	GNIS	Maine
fgdc6161	GNIS	Ohio
fgdc6162	GNIS	Maine
fgdc6163	GNIS	Wisconsin
fgdc6164	LCSH	Europe
fgdc6166	GNS	Rwanda
fgdc6168	GNIS	Kansas
fgdc6170	GNIS	Mississippi
fgdc6171	GNIS	Illinois
fgdc6175	GNIS	Nebraska
fgdc6176	GNIS	Missouri
fgdc6180	GNIS	Kansas
fgdc6181	None	United States
fgdc6182	GNIS	Wyoming
fgdc6184	GNIS	Oklahoma
fgdc6185	GNIS	Wyoming
fgdc6186	GNIS	California
fgdc6187	GNIS	Wyoming
fgdc6192	GNIS	Kansas
fgdc6193	GNS (NIMA)	Gibraltar
fgdc6195	None	Fujian Province
fgdc6198	GNIS	Utah
fgdc6200	GNIS	Virginia
fgdc6201	GNIS	Puerto Rico
fgdc6202	GNIS	Hawaii
fgdc6203	GNIS	Guam
fgdc6205	GNIS	Illinois
fgdc6206	GNIS	California
fgdc6207	GNIS	North Carolina
fgdc6210	GNIS	Ohio
fgdc6212	GNIS	Alaska
fgdc6214	GNIS	North Carolina
fgdc6217	GNIS	Missouri
fgdc6221	GNIS	South Carolina
fgdc6222	GNIS	Missouri
fgdc6223	GNIS	New Hampshire
fgdc6225	GNS	Israel
fgdc6226	None	United States
fgdc6227	GNIS	Oklahoma
fgdc6229	GNIS	Northern Mariana Islands
fgdc6230	GNIS	California
fgdc6232	GNIS	Hawaii
fgdc6233	GNIS	Puerto Rico
fgdc6239	GNIS	Arizona
fgdc6240	GNIS	United States
fgdc6242	GNIS	Alabama
fgdc6248	GNIS	Massachusetts
fgdc6249	GNS	Israel
fgdc6250	GNS	Germany
fgdc6253	GNIS	Maryland
fgdc6254	GNIS	Indiana
fgdc6255	GNIS	West Virginia
fgdc6256	GNIS	Louisiana
fgdc6257	GNIS	Pennsylvania
fgdc6258	None	Guangdong Province
fgdc6259	GNIS	Illinois
fgdc6260	None	World
fgdc6261	GNS (NGA)	China
fgdc6262	GNIS	Nevada
fgdc6265	GNIS	Colorado
fgdc6266	GNIS	Oklahoma
fgdc6267	GNIS	Pennsylvania
fgdc6268	GNIS	New Hampshire
fgdc6269	LCSH	Europe
fgdc6270	GNIS	Virginia
fgdc6271	GNIS	Illinois
fgdc6273	GNIS	Nebraska
fgdc6277	GNIS	Alaska
fgdc6279	GNIS	West Virginia
fgdc6281	GNIS	New Hampshire
fgdc6282	LCSH	Europe
fgdc6284	GNIS	South Dakota
fgdc6289	GNIS	Kentucky
fgdc6293	GNIS	Texas
fgdc6295	LCSH	Europe
fgdc6296	LCSH	Europe
fgdc6298	LCSH	Asia
fgdc6301	GNS	United States
fgdc6303	GNIS	Pennsylvania
fgdc6305	world-wide	Global
fgdc6306	GNIS	Wisconsin
fgdc6307	GNIS	Oregon
fgdc6309	LCSH	Germany
fgdc6311	GNS	Seychelles
fgdc6312	GNIS	Utah
fgdc6313	GNIS	Florida
fgdc6317	GNIS	Illinois
fgdc6318	GNIS	Tennessee
fgdc6319	GNIS	Guam
fgdc6321	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6322	GNIS	Illinois
fgdc6323	LCSH	United States
fgdc6326	GNIS	Oklahoma
fgdc6327	LCSH	Europe
fgdc6328	GNIS	Alaska
fgdc6331	LCSH	Europe
fgdc6333	GNIS	Colorado
fgdc6334	GNIS	Georgia
fgdc6336	GNIS	Vermont
fgdc6337	GNIS	North Carolina
fgdc6339	GNS	Israel
fgdc6341	GNIS	Virginia
fgdc6344	GNIS	Maine
fgdc6347	LCSH	Europe
fgdc6349	GNIS	South Carolina
fgdc6350	GNIS	Massachusetts
fgdc6351	GNIS	Oklahoma
fgdc6352	GNIS	Illinois
fgdc6355	GNIS	Nebraska
fgdc6356	GNIS	New York (State)
fgdc6358	GNIS	Utah
fgdc6360	GNIS	Delaware
fgdc6361	GNIS	Alaska
fgdc6362	GNIS	Puerto Rico
fgdc6364	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6365	GNIS	Florida
fgdc6366	GNIS	Michigan
fgdc6368	GNIS	Wyoming
fgdc6369	GNIS	Oklahoma
fgdc6370	GNIS	New Hampshire
fgdc6372	GNIS	Tennessee
fgdc6373	LCSH	Europe
fgdc6375	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6376	GNIS	Kansas
fgdc6377	LCSH	United States
fgdc6378	GNIS	Oregon
fgdc6380	GNIS	Arkansas
fgdc6381	GNIS	South Dakota
fgdc6382	GNIS	South Dakota
fgdc6388	GNIS	Tennessee
fgdc6391	LCSH	United States
fgdc6392	GNIS	Idaho
fgdc6394	GNIS	Missouri
fgdc6397	GNS	Rwanda
fgdc6399	GNIS	Indiana
fgdc6400	GNIS	Arizona
fgdc6401	LCSH	Europe
fgdc6402	GNIS	North Carolina
fgdc6404	GNIS	Florida
fgdc6406	GNIS	Georgia
fgdc6407	GNIS	Michigan
fgdc6408	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6409	GNIS	Oklahoma
fgdc6410	GNIS	South Dakota
fgdc6412	GNIS	West Virginia
fgdc6413	GNIS	Wisconsin
fgdc6414	LCSH	United States
fgdc6415	GNIS	Kentucky
fgdc6416	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	An-k'ang
fgdc6417	GNS	Sudan
fgdc6418	GNIS	Wyoming
fgdc6419	GNIS	Kansas
fgdc6420	GNIS	California
fgdc6422	GNIS	Florida
fgdc6425	None	World
fgdc6426	GNIS	Wyoming
fgdc6429	GNIS	Wyoming
fgdc6432	LCSH	Europe
fgdc6436	GNIS	Pennsylvania
fgdc6438	GNS	Mexico
fgdc6439	GNIS	South Dakota
fgdc6442	GNIS	California
fgdc6443	GNIS	Puerto Rico
fgdc6444	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6445	GNIS	Utah
fgdc6447	GNIS	Idaho
fgdc6448	GNIS	Iowa
fgdc6449	GNIS	Georgia
fgdc6451	GNIS	Indiana
fgdc6452	GNIS	District of Columbia
fgdc6452	LCSH	Washington (D.C.)
fgdc6455	GNIS	Nebraska
fgdc6457	GNIS	New Mexico
fgdc6460	GNIS	Massachusetts
fgdc6461	GNIS	Utah
fgdc6462	LCSH	United States
fgdc6463	GNIS	Rhode Island
fgdc6464	GNIS	Missouri
fgdc6469	LCSH	Europe
fgdc6471	LCSH	United States
fgdc6474	GNIS	Idaho
fgdc6475	GNS	Germany
fgdc6476	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Lu-feng
fgdc6476	None	Guangdong Province
fgdc6478	LCSH	Europe
fgdc6482	GNS	Rwanda
fgdc6485	GNS	Baltic Sea
fgdc6487	GNIS	Florida
fgdc6488	GNIS	Idaho
fgdc6492	GNIS	Virginia
fgdc6493	GNIS	Kansas
fgdc6495	GNIS	Minnesota
fgdc6498	GNIS	West Virginia
fgdc6500	LCSH	South America
fgdc6501	GNIS	Hawaii
fgdc6502	GNIS	Kentucky
fgdc6504	GNIS	Massachusetts
fgdc6506	GNIS	Maine
fgdc6507	GNIS	Montana
fgdc6508	GNIS	West Virginia
fgdc6511	GNIS	Vermont
fgdc6513	GNIS	Massachusetts
fgdc6515	GNS	Brazil
fgdc6515	LCSH	South America
fgdc6516	GNIS	Iowa
fgdc6517	GNIS	Maryland
fgdc6519	GNIS	New Mexico
fgdc6521	GNIS	Oregon
fgdc6524	GNIS	Vermont
fgdc6526	GNIS	Connecticut
fgdc6527	GNS	Burundi
fgdc6530	GNIS	Illinois
fgdc6533	GNIS	Wisconsin
fgdc6534	GNIS	Indiana
fgdc6535	None	Fujian Province
fgdc6537	GNIS	Oregon
fgdc6540	GNIS	District of Columbia
fgdc6540	LCSH	Washington (D.C.)
fgdc6541	GNIS	Maine
fgdc6542	GNIS	South Dakota
fgdc6545	GNIS	Maine
fgdc6547	LCSH	Europe
fgdc6553	GNIS	Arkansas
fgdc6556	GNIS	Nevada
fgdc6557	GNIS	Utah
fgdc6562	GNIS	Iowa
fgdc6563	LCSH	New England
fgdc6564	GNIS	Idaho
fgdc6567	GNIS	Indiana
fgdc6568	GNIS	Massachusetts
fgdc6569	GNS	Israel
fgdc6570	GNIS	Alaska
fgdc6571	GNIS	Colorado
fgdc6572	GNIS	South Dakota
fgdc6573	GNIS	Ohio
fgdc6574	GNIS	South Dakota
fgdc6576	GNIS	Tennessee
fgdc6578	GNIS	Arizona
fgdc6579	LCSH	Europe
fgdc6580	GNIS	Minnesota
fgdc6582	GNIS	Ohio
fgdc6583	GNIS	Montana
fgdc6585	GNIS	Arizona
fgdc6587	GNIS	New Jersey
fgdc6590	GNIS	District of Columbia
fgdc6590	LCSH	Washington (D.C.)
fgdc6591	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Huai-an
fgdc6591	None	Jiangsu Province
fgdc6592	GNIS	Massachusetts
fgdc6593	GNIS	North Carolina
fgdc6594	GNS	Israel
fgdc6596	GNS	Burundi
fgdc6597	GNS (NIMA)	India
fgdc6601	GNIS	South Dakota
fgdc6606	GNS	Atlantic Ocean
fgdc6608	LCSH	United States
fgdc6612	GNS	Congo
fgdc6614	GNIS	Oklahoma
fgdc6615	GNS	Israel
fgdc6617	GNIS	Ohio
fgdc6618	GNIS	American Samoa
fgdc6620	GNIS	Nevada
fgdc6621	GNIS	New Jersey
fgdc6623	LCSH	Mexico
fgdc6626	GNIS	Iowa
fgdc6629	LCSH	Europe
fgdc6632	GNIS	Hawaii
fgdc6633	GNIS	Texas
fgdc6634	GNIS	Georgia
fgdc6636	GNIS	North Carolina
fgdc6637	GNIS	Louisiana
fgdc6638	LCSH	United States
fgdc6639	GNIS	New Jersey
fgdc6640	GNIS	Iowa
fgdc6641	GNIS	Colorado
fgdc6644	GNIS	Wyoming
fgdc6645	GNIS	Massachusetts
fgdc6646	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6647	GNIS	Vermont
fgdc6649	GNIS	Indiana
fgdc6650	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6652	GNIS	Washington
fgdc6653	LCSH	United States
fgdc6654	LCSH	Canada
fgdc6656	GNIS	Montana
fgdc6657	GNIS	South Dakota
fgdc6658	GNIS	North Carolina
fgdc6660	GNIS	Louisiana
fgdc6661	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6662	GNIS	United States Virgin Islands
fgdc6663	LCSH	Europe
fgdc6667	GNIS	Oregon
fgdc6668	GNIS	Indiana
fgdc6670	GNIS	Ohio
fgdc6671	GNIS	Hawaii
fgdc6673	GNIS	Illinois
fgdc6676	GNS	United States
fgdc6678	GNIS	North Dakota
fgdc6679	GNIS	Iowa
fgdc6680	GNS	Atlantic Ocean
fgdc6681	GNIS	Utah
fgdc6682	GNIS	Idaho
fgdc6683	GNIS	Tennessee
fgdc6685	GNIS	Connecticut
fgdc6688	GNIS	Rhode Island
fgdc6689	GNIS	North Dakota
fgdc6690	GNIS	West Virginia
fgdc6691	GNIS	New Hampshire
fgdc6693	GNIS	Idaho
fgdc6696	GNIS	Alaska
fgdc6699	GNIS	Colorado
fgdc6700	GNIS	North Dakota
fgdc6707	GNIS	Utah
fgdc6708	GNIS	Mississippi
fgdc6709	GNIS	New Hampshire
fgdc6710	LCSH	United States
fgdc6711	GNS	Central African Republic
fgdc6716	LCSH	Europe
fgdc6718	GNIS	Minnesota
fgdc6720	GNIS	North Dakota
fgdc6723	GNIS	Louisiana
fgdc6725	GNIS	Montana
fgdc6727	GNS	Madagascar
fgdc6728	GNIS	New Hampshire
fgdc6729	GNIS	Hawaii
fgdc6731	GNIS	Montana
fgdc6732	GNIS	New York
fgdc6733	GNIS	West Virginia
fgdc6734	GNIS	Kentucky
fgdc6735	LCSH	Europe
fgdc6737	GNIS	Maryland
fgdc6738	GNIS	Pennsylvania
fgdc6740	GNIS	Idaho
fgdc6742	GNIS	Oregon
fgdc6743	GNIS	South Carolina
fgdc6745	GNIS	Montana
fgdc6746	LCSH	Mexico
fgdc6750	LCSH	United States
fgdc6755	GNIS	New Mexico
fgdc6756	GNIS	Wisconsin
fgdc6761	LCSH	Canada
fgdc6768	GNIS	Utah
fgdc6769	GNIS	New Mexico
fgdc6770	GNS	English Channel
fgdc6771	GNIS	North Carolina
fgdc6773	GNS	Algeria
fgdc6775	None	United States
fgdc6778	GNIS	Wisconsin
fgdc6781	GNIS	Texas
fgdc6783	GNIS	Arkansas
fgdc6788	GNIS	New Jersey
fgdc6793	GNS	Somalia
fgdc6794	LCSH	Europe
fgdc6795	None	United States
fgdc6796	GNIS	Delaware
fgdc6797	GNIS	Nebraska
fgdc6800	GNIS	Rhode Island
fgdc6802	GNIS	Maine
fgdc6803	LCSH	Europe
fgdc6805	GNIS	Pennsylvania
fgdc6807	GNIS	Iowa
fgdc6809	LCSH	Africa
fgdc6810	LCSH	United States
fgdc6811	GNS	North Sea
fgdc6814	GNIS	Washington (State)
fgdc6815	GNIS	Indiana
fgdc6816	None	Europe
fgdc6817	GNIS	Wyoming
fgdc6819	GNIS	Tennessee
fgdc6820	GNIS	Puerto Rico
fgdc6821	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6822	GNIS	Vermont
fgdc6823	GNIS	Nebraska
fgdc6824	GNIS	Montana
fgdc6827	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Han-k'ou
fgdc6827	None	Hubei Province
fgdc6828	None	Canada
fgdc6830	GNIS	Indiana
fgdc6831	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6832	GNIS	Utah
fgdc6833	LCSH	"Europe, Central"
fgdc6834	GNIS	Montana
fgdc6835	GNIS	Oregon
fgdc6836	GNIS	Texas
fgdc6839	GNS	Tanzania
fgdc6840	GNIS	Nebraska
fgdc6842	LCSH	New England
fgdc6846	GNIS	Oregon
fgdc6847	GNS (NIMA)	India
fgdc6848	GNIS	New York
fgdc6848	LCSH	New York (State)
fgdc6849	GNIS	Utah
fgdc6850	GNS	China
fgdc6851	GNIS	Tennessee
fgdc6853	GNIS	Mississippi
fgdc6854	GNIS	Wisconsin
fgdc6856	GNIS	North Dakota
fgdc6857	LCSH	United States
fgdc6858	LCSH	Canada
fgdc6859	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc6861	GNIS	South Carolina
fgdc6863	GNS	Israel
fgdc6865	GNIS	Florida
fgdc6868	GNIS	Florida
fgdc6869	GNIS	Oklahoma
fgdc6870	LCSH	Europe
fgdc6873	GNIS	Massachusetts
fgdc6874	GNIS	Arkansas
fgdc6875	GNIS	New York
fgdc6877	GNIS	South Dakota
fgdc6878	GNIS	Colorado
fgdc6879	GNIS	South Carolina
fgdc6880	GNIS	Oklahoma
fgdc6883	GNIS	Wisconsin
fgdc6887	GNIS	Kansas
fgdc6888	GNS	Cuba
fgdc6890	GNIS	Alaska
fgdc6891	GNIS	Florida
fgdc6895	GNIS	North Dakota
fgdc6897	GNS	Egypt
fgdc6898	GNIS	Maine
fgdc6899	GNIS	New Mexico
fgdc6900	LCSH	United States
fgdc6901	GNIS	Missouri
fgdc6903	GNIS	Oklahoma
fgdc6906	GNIS	Pennsylvania
fgdc6907	GNIS	Colorado
fgdc6908	GNIS	West Virginia
fgdc6911	GNIS	Montana
fgdc6912	GNIS	Illinois
fgdc6913	GNIS	New Mexico
fgdc6914	LCSH	Mexico
fgdc6917	GNIS	South Carolina
fgdc6918	GNIS	Connecticut
fgdc6920	GNIS	Michigan
fgdc6922	GNIS	California
fgdc6925	GNIS	Florida
fgdc6927	GNIS	Tennessee
fgdc6929	LCSH	Balkan Peninsula
fgdc6930	GNIS	Vermont
fgdc6931	GNIS	Virginia
fgdc6933	GNIS	Virginia
fgdc6934	GNIS	Alabama
fgdc6940	GNS (NGA)	China
fgdc6941	GNIS	Puerto Rico
fgdc6943	GNIS	Texas
fgdc6945	GNIS	Alaska
fgdc6947	GNIS	Hawaii
fgdc6948	GNIS	Colorado
fgdc6949	GNIS	Massachusetts
fgdc6954	GNS (NIMA)	India
fgdc6955	None	Canada
fgdc6958	GNIS	South Carolina
fgdc6959	GNIS	Massachusetts
fgdc6960	GNIS	Rhode Island
