Matching text,URI,Label text
Intermodal Association of North America,http://id.loc.gov/rwo/agents/no97018586,Intermodal Association of North America
MassGIS (Office : Mass.),http://id.loc.gov/rwo/agents/no98081640,MassGIS (Office : Mass.)
Cleveland Directory Co.,http://id.loc.gov/rwo/agents/no98097639,Cleveland Directory Co.
King County (Wash.). Water and Land Resources Division,http://id.loc.gov/rwo/agents/no99068248,King County (Wash.). Water and Land Resources Division
[Bradford and Read],http://id.loc.gov/rwo/agents/no99080780,Bradford & Read
Forbes Albertype Co.,http://id.loc.gov/rwo/agents/nr2002027496,Forbes Albertype Co.
Imprimerie Lemercier et cie.,http://id.loc.gov/rwo/agents/nr2002027849,Imprimerie Lemercier et cie.
"Geographisches Institut (Weimar, Thuringia, Germany)",http://id.loc.gov/rwo/agents/nr2003003752,"Geographisches Institut (Weimar, Thuringia, Germany)"
Geographisches Institut und Landkarten-Verlag Jul. Straube,http://id.loc.gov/rwo/agents/nr2003014660,Geographisches Institut und Landkarten-Verlag Jul. Straube
Senefelder Lith. Co.,http://id.loc.gov/rwo/agents/nr89018445,Senefelder Lith. Co.
Eesti Riiklik Statistikaamet,http://id.loc.gov/rwo/agents/nr91009237,Eesti Riiklik Statistikaamet
T. Fitzwilliams and Co.,http://id.loc.gov/rwo/agents/nr93005066,T. Fitzwilliams and Co.
J.H. Bufford's Lith.,http://id.loc.gov/rwo/agents/nr95006899,J.H. Bufford's Lith.
W. Strahan and T. Cadell (Firm),http://id.loc.gov/rwo/agents/nr97009874,W. Strahan and T. Cadell (Firm)
Clason Map Co.,http://id.loc.gov/rwo/agents/nr98013404,Clason Map Co.
